agent_id,task_amount_done,distance_moved
0,260.0,1607.040084835491
1,405.0,1592.6912776743336
2,186.0,1728.0621759213532
3,233.0,1734.8568508001888
4,344.0,1561.7127395654356
5,391.0,1526.4111852946996
6,303.0,1725.6649480571377
7,454.0,1499.3772907346954
8,288.0,1626.9704873195492
9,661.0,1379.9680496545705
