agent_id,task_amount_done,distance_moved
0,559.0,3116.257249175155
1,781.0,2928.0400215404616
2,729.0,2966.450896627328
3,605.0,3100.54667419628
4,405.0,3201.9548324713883
5,495.0,3146.6073480896794
6,732.0,2992.1381339312015
7,395.0,3162.429687841081
8,450.0,3225.220285659241
9,760.0,2917.213995816557
