agent_id,task_amount_done,distance_moved
0,811.0,2666.071961463489
1,657.0,2958.4594024348967
2,493.0,2944.384737769516
3,465.0,3128.617627787758
4,621.0,2953.5474686527905
5,635.0,2834.297559220623
6,579.0,2847.6951033433093
7,489.0,2924.818742205434
8,553.0,2955.835822798
9,581.0,2932.437207340513
