agent_id,task_amount_done,distance_moved
0,367.0,2972.3242088605957
1,652.0,2782.3847423582533
2,223.0,3320.280374703998
3,524.0,2903.9226169606477
4,582.0,3020.496290357619
5,545.0,3055.1659367054413
6,511.0,2901.31754279919
7,481.0,3062.1029963890514
8,686.0,2968.5488960921266
9,536.0,2905.4029163588643
