agent_id,task_amount_done,distance_moved
0,224.0,2831.905486924724
1,227.0,2760.9912538098533
2,277.0,2719.7418422132114
3,224.0,2802.8909895948777
4,166.0,2842.805556820017
5,169.0,2801.7656902824947
6,157.0,2882.1846426916086
7,187.0,2783.7936944756825
8,232.0,2800.694926555161
9,232.0,2804.8632873079105
